"","A_SECTOR","SHELF","AIMS_REEF_NAME","REEF_NAME","FULLREEF_ID","REPORT_YEAR","SITE_NO","TRANSECT_NO","region","id","Complexity","coral","algae","turf","cca","soft","acro","f.richness","f.N","f.biomass","simpD","shanH","N.herb","N.carn","FsimpD","FshanH","FsimpD2","FshanH2","comp1","comp2","fcomp1","fcomp2","lat","long"
"1367014","CL","I","Linnet Reef","LINNET REEF","14126S",2019,"1","2","Cooktown-Lizard","CL_I_LINNET REEF_1_2_2019",NA,9,7,62,3.5,3.5,0.666666666666667,21,120,22616.7086763554,0.567901234567901,1.11692589982607,21,NA,0.704305555555556,1.44459116574153,0.649027777777778,1.073271086252,2.18510879097173,0.0423174817729447,-2.36886787904964,0.223746346705774,-14.7833333333333,145.341666666667
"1367143","CL","I","Linnet Reef","LINNET REEF","14126S",2019,"1","3","Cooktown-Lizard","CL_I_LINNET REEF_1_3_2019",NA,4,6.5,85.5,1,0.5,0.625,24,168,37220.3527052441,0.65625,1.2130075659799,47,4,0.714781746031746,1.59356660178781,0.588647959183674,1.00494100317986,2.54077401762689,0.326857888841639,-0.58288839780723,-0.675725454623745,-14.7833333333333,145.341666666667
"1367272","CL","I","Linnet Reef","LINNET REEF","14126S",2019,"1","4","Cooktown-Lizard","CL_I_LINNET REEF_1_4_2019",NA,8.29268292682927,15.609756097561,61.9512195121951,5.36585365853659,1.46341463414634,0.823529411764706,26,215,29174.5104552312,0.394463667820069,0.790234755343283,33,9,0.618820984315846,1.39648663744447,0.572439156300703,1.03167471948324,2.29835180904689,0.812475555571685,-0.669303238891294,0.322358651830172,-14.7833333333333,145.341666666667
"1367401","CL","I","Linnet Reef","LINNET REEF","14126S",2019,"1","5","Cooktown-Lizard","CL_I_LINNET REEF_1_5_2019",NA,3.01507537688442,7.03517587939699,65.8291457286432,4.02010050251256,1.50753768844221,0.5,25,168,19975.4913511242,0.5,0.693147180559945,27,20,0.691680839002268,1.52792642166559,0.64859693877551,1.20027386704641,0.740296271818609,0.0952212009709333,-0.9579764303979,0.707141969976996,-14.7833333333333,145.341666666667
"1367530","CL","I","Linnet Reef","LINNET REEF","14126S",2019,"2","1","Cooktown-Lizard","CL_I_LINNET REEF_2_1_2019",NA,7.31707317073171,8.78048780487805,71.219512195122,1.46341463414634,0,0.666666666666667,16,58,11318.3901495705,0.622222222222222,1.136916591833,11,9,0.784185493460166,1.6959430470815,0.645065398335315,1.17538788527142,2.78667485643002,0.448924153603308,-2.34469710040155,0.125663627265885,-14.7833333333333,145.341666666667
"1367659","CL","I","Linnet Reef","LINNET REEF","14126S",2019,"2","2","Cooktown-Lizard","CL_I_LINNET REEF_2_2_2019",NA,10.5,6.5,63,0.5,0,0.523809523809524,20,72,3793.40644738105,0.770975056689342,1.53770349782124,5,4,0.661265432098765,1.41241970179464,0.623842592592593,1.12490090537404,1.60445995975872,0.235429623428692,-2.32290708289816,0.218238827663528,-14.7833333333333,145.341666666667
"1367788","CL","I","Linnet Reef","LINNET REEF","14126S",2019,"2","3","Cooktown-Lizard","CL_I_LINNET REEF_2_3_2019",NA,14.5,6,75.5,0.5,1,0.620689655172414,21,107,22275.5170473638,0.632580261593341,1.25762679690203,16,6,0.748187614638833,1.58505085218595,0.653332168748362,1.13827714951505,1.920366430032,0.018227582911079,-1.87186756411335,0.354765003986987,-14.7833333333333,145.341666666667
"1367917","CL","I","Linnet Reef","LINNET REEF","14126S",2019,"2","4","Cooktown-Lizard","CL_I_LINNET REEF_2_4_2019",NA,14.070351758794,9.54773869346734,71.356783919598,0.50251256281407,1.00502512562814,0.642857142857143,28,176,12338.4420557249,0.584183673469388,1.20693117884911,21,16,0.607179752066116,1.37442741699132,0.576704545454545,1.08116958050255,0.684442172912112,0.917834572561166,-0.946336676714146,0.516792363240465,-14.7833333333333,145.341666666667
"1368046","CL","I","Linnet Reef","LINNET REEF","14126S",2019,"2","5","Cooktown-Lizard","CL_I_LINNET REEF_2_5_2019",NA,11.0552763819095,4.52261306532663,80.4020100502513,2.01005025125628,0,0.363636363636364,26,113,33436.9691987144,0.578512396694215,1.05979844994128,15,38,0.781580390007048,1.711502845642,0.677891769128358,1.23767926247522,0.209670316233064,1.07733954778475,-1.15692310557693,1.0496025183796,-14.7833333333333,145.341666666667
"1368175","CL","I","Linnet Reef","LINNET REEF","14126S",2019,"3","1","Cooktown-Lizard","CL_I_LINNET REEF_3_1_2019",3,11.1111111111111,6.06060606060606,72.2222222222222,0.505050505050505,3.53535353535354,0.454545454545455,20,182,7939.11470718639,0.706611570247934,1.39049505858996,27,5,0.384373867890351,0.897773294164626,0.365897838425311,0.673770860154321,0.286807559342274,-0.152605281726979,-1.22793360471076,-0.454820992314008,-14.7833333333333,145.341666666667
"1368304","CL","I","Linnet Reef","LINNET REEF","14126S",2019,"3","2","Cooktown-Lizard","CL_I_LINNET REEF_3_2_2019",3,9.95024875621891,4.97512437810945,79.6019900497513,2.98507462686567,0.497512437810945,0.4,32,103,15462.7359775915,0.685,1.22406833800511,40,12,0.852860778584221,2.07805488050427,0.641342256574607,1.18966440679976,-0.562105345210784,0.461172046177189,0.0178402829830742,-0.535955208538314,-14.7833333333333,145.341666666667
"1368433","CL","I","Linnet Reef","LINNET REEF","14126S",2019,"3","3","Cooktown-Lizard","CL_I_LINNET REEF_3_3_2019",2.5,11.2244897959184,10.7142857142857,67.8571428571429,2.04081632653061,2.04081632653061,0.590909090909091,29,147,21830.087958611,0.566115702479339,0.979478265590375,32,7,0.70072654912305,1.6195614763806,0.602711833032533,1.06290737417722,1.42657441498879,0.495138655339146,-0.644343258627442,-0.379130790630937,-14.7833333333333,145.341666666667
"1368562","CL","I","Linnet Reef","LINNET REEF","14126S",2019,"3","4","Cooktown-Lizard","CL_I_LINNET REEF_3_4_2019",2.5,7.92079207920792,8.41584158415842,68.8118811881188,7.92079207920792,1.48514851485149,0.5,29,235,20705.3613640255,0.6875,1.33166028682243,29,15,0.488927116342236,1.21172348213118,0.464916251697601,0.882692615380666,0.934539727671124,0.014272224537608,0.329200435992838,0.043758733143936,-14.7833333333333,145.341666666667
"1368691","CL","I","Linnet Reef","LINNET REEF","14126S",2019,"3","5","Cooktown-Lizard","CL_I_LINNET REEF_3_5_2019",2.5,14.9253731343284,6.96517412935323,68.6567164179104,0.497512437810945,3.98009950248756,0.166666666666667,29,268,6340.32429592645,0.64,1.20316565976087,24,18,0.474437513922923,1.11115120272614,0.462992871463578,0.907008712167612,-0.538336903258626,-0.464562468619822,-0.270263598350906,0.907197823487331,-14.7833333333333,145.341666666667
"1368820","CL","I","Linnet Reef","LINNET REEF","14126S",2021,"1","1","Cooktown-Lizard","CL_I_LINNET REEF_1_1_2021",3.5,30.5,4,61.5,0.5,1,0.524590163934426,38,257,19419.1410433745,0.577264176296694,0.99691668939362,20,26,0.67994973428818,1.46807881031207,0.664476373601417,1.2073763457009,1.89597121082,-0.898261799439694,0.237412263177901,1.32415147106252,-14.7833333333333,145.341666666667
"1368949","CL","I","Linnet Reef","LINNET REEF","14126S",2021,"1","2","Cooktown-Lizard","CL_I_LINNET REEF_1_2_2021",3,19.5121951219512,0.975609756097561,69.2682926829268,0.48780487804878,7.31707317073171,0.75,28,247,5853.9338676053,0.63625,1.26949651701869,16,7,0.587290399777082,1.17976584080218,0.579619400416332,1.02142358885664,2.03344641447043,0.889201618991214,-1.10542749757721,1.06001869086993,-14.7833333333333,145.341666666667
"1369078","CL","I","Linnet Reef","LINNET REEF","14126S",2021,"1","3","Cooktown-Lizard","CL_I_LINNET REEF_1_3_2021",3.5,38.6934673366834,2.01005025125628,56.78391959799,0.50251256281407,2.01005025125628,0.831168831168831,34,209,11929.665525279,0.489458593354697,0.939616875625761,21,27,0.71436093496028,1.59956405458575,0.685423868501179,1.26686605187459,2.78850670776892,1.02940975660875,0.0246340810692548,0.688263204797297,-14.7833333333333,145.341666666667
"1369207","CL","I","Linnet Reef","LINNET REEF","14126S",2021,"1","4","Cooktown-Lizard","CL_I_LINNET REEF_1_4_2021",3.5,29,0.5,66,0.5,1,0.758620689655172,31,199,14887.7808955668,0.508917954815696,1.03736992343802,19,16,0.705840761596929,1.52699473618884,0.681295926870534,1.2386526135952,2.18105164875764,0.965647191810851,-0.559225447910288,0.799523099528373,-14.7833333333333,145.341666666667
"1369336","CL","I","Linnet Reef","LINNET REEF","14126S",2021,"1","5","Cooktown-Lizard","CL_I_LINNET REEF_1_5_2021",3.5,18.5929648241206,12.0603015075377,60.8040201005025,1.00502512562814,1.00502512562814,0.45945945945946,34,143,6263.28453051257,0.696859021183345,1.33241849655859,22,18,0.771382463690156,1.73542133023079,0.720035209545699,1.32322556292261,1.3924708212098,-0.559299495147857,-0.799039500379069,0.451042181517121,-14.7833333333333,145.341666666667
"1369465","CL","I","Linnet Reef","LINNET REEF","14126S",2021,"2","1","Cooktown-Lizard","CL_I_LINNET REEF_2_1_2021",2.5,19.5,19.5,53,0,0,0.82051282051282,26,134,3609.54088163666,0.343195266272189,0.658326770375599,12,8,0.641456894631321,1.3904227200828,0.622521719759412,1.13757701171822,2.72352014481808,0.437353955111947,-1.44118215705844,0.34970528090848,-14.7833333333333,145.341666666667
"1369594","CL","I","Linnet Reef","LINNET REEF","14126S",2021,"2","2","Cooktown-Lizard","CL_I_LINNET REEF_2_2_2021",2.5,21,12,56,0.5,1,0.69047619047619,22,117,7022.8462102505,0.586167800453515,1.10196021443114,14,10,0.671488056103441,1.39088494198948,0.656877785082913,1.20311398840261,2.43038093346927,0.496946463389948,-1.88440381480024,0.300106843393614,-14.7833333333333,145.341666666667
"1369723","CL","I","Linnet Reef","LINNET REEF","14126S",2021,"2","3","Cooktown-Lizard","CL_I_LINNET REEF_2_3_2021",3.5,44.5,3,49.5,0.5,1.5,0.797752808988764,31,170,10022.200810394,0.476202499684383,0.998925283334479,13,25,0.644359861591695,1.40310653077705,0.626712802768166,1.16753104007354,2.10848007604107,0.659994844755412,-0.8055902340041,1.30635738865674,-14.7833333333333,145.341666666667
"1369852","CL","I","Linnet Reef","LINNET REEF","14126S",2021,"2","4","Cooktown-Lizard","CL_I_LINNET REEF_2_4_2021",4,34.5,8,48.5,0,2,0.739130434782609,32,210,8242.79227870817,0.553665196387314,1.14578423403811,14,32,0.622131519274376,1.37326491628447,0.603854875283447,1.13107505652432,1.5522225850859,1.0964897994705,-0.320678665151886,1.5270390662359,-14.7833333333333,145.341666666667
"1369981","CL","I","Linnet Reef","LINNET REEF","14126S",2021,"2","5","Cooktown-Lizard","CL_I_LINNET REEF_2_5_2021",4.5,39.5121951219512,5.36585365853659,51.219512195122,0,0.48780487804878,0.802469135802469,28,133,14049.7223025818,0.479500076207895,0.990517166426731,10,29,0.752614619254904,1.62226791279702,0.722652495901408,1.32362092991963,2.246658985042,0.718765338967632,-1.02513462967293,2.06042387273529,-14.7833333333333,145.341666666667
"1370110","CL","I","Linnet Reef","LINNET REEF","14126S",2021,"3","1","Cooktown-Lizard","CL_I_LINNET REEF_3_1_2021",4,22.6130653266332,9.54773869346734,64.321608040201,0.50251256281407,0,0.666666666666667,36,146,16510.585954081,0.537283950617284,1.00903593855695,31,12,0.77875774066429,1.82016499226286,0.703978232313755,1.27839420729929,2.42037966921215,-0.0092936421635445,-0.17486863048033,0.440888050478743,-14.7833333333333,145.341666666667
"1370239","CL","I","Linnet Reef","LINNET REEF","14126S",2021,"3","2","Cooktown-Lizard","CL_I_LINNET REEF_3_2_2021",3.5,16,13.5,67,0.5,0,0.6875,35,142,17403.5246492084,0.712890625,1.41201133640784,32,10,0.77444951398532,1.76302956237184,0.701844872049197,1.26743841517685,1.87614409566357,0.84055763674498,-0.423313872761608,0.309668345017493,-14.7833333333333,145.341666666667
"1370368","CL","I","Linnet Reef","LINNET REEF","14126S",2021,"3","3","Cooktown-Lizard","CL_I_LINNET REEF_3_3_2021",3.5,25,13.5,55,2,1.5,0.84,31,145,14858.0554141038,0.3792,0.828968822264364,25,12,0.72256837098692,1.64060604722203,0.678620689655172,1.24020699831947,2.05346298501932,0.707761057271573,-0.606586570860761,0.815408505215373,-14.7833333333333,145.341666666667
"1370497","CL","I","Linnet Reef","LINNET REEF","14126S",2021,"3","4","Cooktown-Lizard","CL_I_LINNET REEF_3_4_2021",3.5,30.5825242718447,11.6504854368932,54.8543689320388,0.485436893203883,1.45631067961165,0.746031746031746,32,300,29572.4840058096,0.576971529352482,1.17198867468908,32,14,0.586422222222222,1.26959407398371,0.573533333333333,1.0528015079524,2.08684582993169,0.624579900835548,-0.0507205119388939,1.39648454708303,-14.7833333333333,145.341666666667
"1370626","CL","I","Linnet Reef","LINNET REEF","14126S",2021,"3","5","Cooktown-Lizard","CL_I_LINNET REEF_3_5_2021",3.5,28.5,7.5,59.5,1,2,0.736842105263158,31,153,28684.6302273323,0.477685441674361,0.97269181551163,27,12,0.739715494040754,1.65956308965353,0.69682600709129,1.26512281558295,2.06151078458599,0.163781523925525,-0.325482437112517,0.586494476011439,-14.7833333333333,145.341666666667
"1370755","CL","I","Linnet Reef","LINNET REEF","14126S",2022,"1","1","Cooktown-Lizard","CL_I_LINNET REEF_1_1_2022",NA,32.3943661971831,0,63.3802816901408,0,0.938967136150235,0.666666666666667,51,490,124913.539589457,0.499054820415879,0.854223840730083,26,92,0.660129112869638,1.41536491310255,0.641178675551853,1.17510527828758,2.72094792808187,0.0503570354333771,1.99423473447899,3.08193364938222,-14.7833333333333,145.341666666667
"1370884","CL","I","Linnet Reef","LINNET REEF","14126S",2022,"1","2","Cooktown-Lizard","CL_I_LINNET REEF_1_2_2022",3.5,33.0097087378641,0.485436893203883,63.1067961165049,0,1.45631067961165,0.61764705882353,45,412,86210.2112708841,0.715830449826989,1.41847587477181,25,28,0.616316335187105,1.32552820448014,0.605676783862758,1.10417520406545,2.02395640910397,0.386841384333461,1.22252039020367,2.07699195960296,-14.7833333333333,145.341666666667
"1371013","CL","I","Linnet Reef","LINNET REEF","14126S",2022,"1","3","Cooktown-Lizard","CL_I_LINNET REEF_1_3_2022",3.5,46.2311557788945,0,47.2361809045226,0,1.50753768844221,0.815217391304348,47,418,103074.003861373,0.414224952741021,0.844962893630401,47,25,0.613516174080264,1.36297742275844,0.5970215883336,1.10104819801072,2.53341195450865,0.570734115926915,1.48182280013683,1.10948014761819,-14.7833333333333,145.341666666667
"1371142","CL","I","Linnet Reef","LINNET REEF","14126S",2022,"1","4","Cooktown-Lizard","CL_I_LINNET REEF_1_4_2022",3.5,46,0,50.5,0.5,0.5,0.739130434782609,40,392,47533.554333553,0.551512287334594,1.12112965833893,32,21,0.623880674718867,1.33876372943831,0.611060495626822,1.10776864882862,2.21326504592861,0.465133228171121,1.04260267847554,1.77980238908581,-14.7833333333333,145.341666666667
"1371271","CL","I","Linnet Reef","LINNET REEF","14126S",2022,"1","5","Cooktown-Lizard","CL_I_LINNET REEF_1_5_2022",3.5,14.7982062780269,0.448430493273543,80.2690582959641,0.448430493273543,2.24215246636771,0.454545454545455,34,380,49587.0319591701,0.725436179981635,1.41917268614774,25,16,0.526689750692521,1.1383817614782,0.518324099722992,0.965903282098415,1.50373232741636,-0.414565922651527,0.25486422296087,1.73564176904659,-14.7833333333333,145.341666666667
"1371400","CL","I","Linnet Reef","LINNET REEF","14126S",2022,"2","1","Cooktown-Lizard","CL_I_LINNET REEF_2_1_2022",3.5,28,0.5,64.5,0,1,0.714285714285714,36,179,8005.26066032676,0.529336734693878,0.934188749113129,14,29,0.748353671857932,1.68091087420568,0.715520739053088,1.31780394265945,3.0015543515658,0.454794008624401,0.186248460338135,0.856471854891169,-14.7833333333333,145.341666666667
"1371529","CL","I","Linnet Reef","LINNET REEF","14126S",2022,"2","2","Cooktown-Lizard","CL_I_LINNET REEF_2_2_2022",3,36.318407960199,0,53.2338308457711,0,0.995024875621891,0.808219178082192,43,160,20264.4347755598,0.40870707449803,0.834703407885237,26,34,0.759921875,1.79100418264324,0.698359375,1.28977957695429,2.52569074078387,0.459511780140293,0.296947269841478,1.34247592076828,-14.7833333333333,145.341666666667
"1371658","CL","I","Linnet Reef","LINNET REEF","14126S",2022,"2","3","Cooktown-Lizard","CL_I_LINNET REEF_2_3_2022",4,53.5211267605634,0.469483568075117,40.3755868544601,0,1.40845070422535,0.87719298245614,45,335,43283.9086678008,0.225146198830409,0.502772116444037,30,27,0.6176253063043,1.35487117317336,0.604063265760749,1.11431413688394,1.77658813949161,0.235244251551977,0.865670857201565,1.28503356349024,-14.7833333333333,145.341666666667
"1371787","CL","I","Linnet Reef","LINNET REEF","14126S",2022,"2","4","Cooktown-Lizard","CL_I_LINNET REEF_2_4_2022",3.5,37.0192307692308,0,56.7307692307692,0.480769230769231,2.40384615384615,0.714285714285714,43,217,31710.9679456803,0.560296846011132,1.15020159699103,19,36,0.747945380025059,1.65877741830637,0.716048334005819,1.30469448339818,1.87779919749008,0.377610833023112,0.318104298454406,1.43334453124287,-14.7833333333333,145.341666666667
"1371916","CL","I","Linnet Reef","LINNET REEF","14126S",2022,"2","5","Cooktown-Lizard","CL_I_LINNET REEF_2_5_2022",4,20.1970443349754,0,76.3546798029557,0,3.44827586206897,0.560975609756098,33,170,39213.4436839127,0.710291493158834,1.42311754305631,20,23,0.706851211072664,1.64107713551516,0.659584775086505,1.22226999054151,1.56885185208184,0.0496263163305667,-0.365994557933987,0.954589310487314,-14.7833333333333,145.341666666667
"1372045","CL","I","Linnet Reef","LINNET REEF","14126S",2022,"3","1","Cooktown-Lizard","CL_I_LINNET REEF_3_1_2022",4.5,31.5,1,65,0,0,0.682539682539683,41,364,111929.149129954,0.530612244897959,1.05099734033396,38,52,0.609074990943123,1.42292085436885,0.584787465281971,1.10868096257554,2.05089003637168,-0.0581612546704127,1.90178520513611,1.24645725319457,-14.7833333333333,145.341666666667
"1372174","CL","I","Linnet Reef","LINNET REEF","14126S",2022,"3","2","Cooktown-Lizard","CL_I_LINNET REEF_3_2_2022",3.5,24.5,1,69.5,1,3.5,0.591836734693878,36,207,32081.5180646492,0.622240733027905,1.2463865539477,39,20,0.77465051693155,1.75689545266725,0.718686550444584,1.30442288789078,1.07642524790627,0.480789932120518,0.49861688504801,0.418224263273383,-14.7833333333333,145.341666666667
"1372303","CL","I","Linnet Reef","LINNET REEF","14126S",2022,"3","3","Cooktown-Lizard","CL_I_LINNET REEF_3_3_2022",4.5,34.1708542713568,0,64.8241206030151,0,1.00502512562814,0.75,46,414,63171.4012080873,0.627595155709342,1.20404040507272,32,26,0.500869331839716,1.11947396236537,0.491615907022334,0.946020430812976,2.58744394218155,0.801011804834484,0.506510516937272,1.22951659826697,-14.7833333333333,145.341666666667
"1372432","CL","I","Linnet Reef","LINNET REEF","14126S",2022,"3","4","Cooktown-Lizard","CL_I_LINNET REEF_3_4_2022",4.5,38.1909547738694,0,54.7738693467337,1.50753768844221,4.02010050251256,0.631578947368421,40,391,102694.575214074,0.614612188365651,1.23514395378959,36,38,0.56625741589864,1.26585211625444,0.553907941470817,1.0553819564791,1.71853276412634,-0.00187472673452298,0.9718849611548,1.49341983527221,-14.7833333333333,145.341666666667
"1372561","CL","I","Linnet Reef","LINNET REEF","14126S",2022,"3","5","Cooktown-Lizard","CL_I_LINNET REEF_3_5_2022",3.5,41.871921182266,0,52.2167487684729,0,4.43349753694581,0.705882352941176,34,331,84769.2522898659,0.641384083044983,1.29460380667692,33,36,0.625423280181816,1.39731305142958,0.607332901306122,1.14078380961301,1.84489678086161,0.649403514617949,0.777735686076234,0.959888515965785,-14.7833333333333,145.341666666667
"1372690","CL","I","Linnet Reef","LINNET REEF","14126S",2023,"1","1","Cooktown-Lizard","CL_I_LINNET REEF_1_1_2023",4,27.5,1,68.5,0.5,1.5,0.727272727272727,42,382,17658.4014780091,0.505785123966942,0.998772675991368,22,29,0.596413201392506,1.27088824123253,0.587134398728105,1.07569762571282,2.34748407397411,0.208941321443974,0.608828426216778,1.94571769020949,-14.7833333333333,145.341666666667
"1372819","CL","I","Linnet Reef","LINNET REEF","14126S",2023,"1","2","Cooktown-Lizard","CL_I_LINNET REEF_1_2_2023",3.5,28,0.5,58.5,1,5,0.696428571428571,38,604,16084.8575329026,0.614158163265306,1.19854226790859,20,26,0.501090960922767,1.00188223199818,0.498437568527696,0.903690031770325,2.27301459294592,0.489900281771063,0.546037268310283,2.54782107546432,-14.7833333333333,145.341666666667
"1372948","CL","I","Linnet Reef","LINNET REEF","14126S",2023,"1","3","Cooktown-Lizard","CL_I_LINNET REEF_1_3_2023",3.5,49,2.5,44,0,1,0.826530612244898,43,533,21966.35697899,0.440649729279467,0.949140771816574,16,35,0.519555491412902,1.06807950478911,0.515366663263977,0.940142715810226,2.24279361105232,1.03065479924988,0.879536999460726,2.74267512735463,-14.7833333333333,145.341666666667
"1373077","CL","I","Linnet Reef","LINNET REEF","14126S",2023,"1","4","Cooktown-Lizard","CL_I_LINNET REEF_1_4_2023",3.5,34.6341463414634,0,59.5121951219512,0.48780487804878,0.975609756097561,0.577464788732394,35,244,12862.0140696152,0.648284070620909,1.25895803087909,23,34,0.711199946251008,1.54416463795293,0.688894114485353,1.26661157524748,2.05535098126353,-0.100242967639955,0.348451649398065,1.87803203368749,-14.7833333333333,145.341666666667
"1373206","CL","I","Linnet Reef","LINNET REEF","14126S",2023,"1","5","Cooktown-Lizard","CL_I_LINNET REEF_1_5_2023",3,18.1372549019608,0.980392156862745,65.1960784313726,0,2.45098039215686,0.567567567567568,40,674,26652.5196009809,0.715850986121257,1.48458813521187,17,26,0.28867692768273,0.682042699330987,0.286973117664151,0.601922463502785,1.26661132723229,0.700107447827942,0.575407955891068,1.84905334544389,-14.7833333333333,145.341666666667
"1373335","CL","I","Linnet Reef","LINNET REEF","14126S",2023,"2","1","Cooktown-Lizard","CL_I_LINNET REEF_2_1_2023",3.5,27.536231884058,1.93236714975845,62.8019323671498,0.483091787439614,0.483091787439614,0.754385964912281,38,230,14899.0582982508,0.424130501692828,0.860695666800132,16,27,0.656124763705104,1.43407131272982,0.640775047258979,1.17785973625728,2.1146753528162,0.489507675664973,0.350020950440822,1.24242950802367,-14.7833333333333,145.341666666667
"1373464","CL","I","Linnet Reef","LINNET REEF","14126S",2023,"2","2","Cooktown-Lizard","CL_I_LINNET REEF_2_2_2023",3.5,37,0.5,52,1,1,0.851351351351351,42,439,38685.6018229749,0.304601899196494,0.629408048991767,17,22,0.558719599836032,1.07354299590962,0.555886488758361,0.969163582145497,2.60491311496496,0.451771295076149,0.212630023774853,2.62250511958774,-14.7833333333333,145.341666666667
"1373593","CL","I","Linnet Reef","LINNET REEF","14126S",2023,"2","3","Cooktown-Lizard","CL_I_LINNET REEF_2_3_2023",4,63,0.5,34,0.5,1,0.888888888888889,41,665,56873.6813247353,0.41710758377425,0.839825132358926,13,30,0.35268471931709,0.759771424251935,0.351043021086551,0.684457003816704,2.70372268276252,1.12716638426806,0.701712953359278,2.0135135055887,-14.7833333333333,145.341666666667
"1373722","CL","I","Linnet Reef","LINNET REEF","14126S",2023,"2","4","Cooktown-Lizard","CL_I_LINNET REEF_2_4_2023",4.5,46.5,0.5,48,0.5,1.5,0.806451612903226,40,436,27504.9073465126,0.444444444444444,0.934060774720331,7,24,0.525971088292231,1.00383537560465,0.523688031310496,0.913871857547966,1.95680774763915,0.723670521367749,-0.104636822207634,2.66625280905148,-14.7833333333333,145.341666666667
"1373851","CL","I","Linnet Reef","LINNET REEF","14126S",2023,"2","5","Cooktown-Lizard","CL_I_LINNET REEF_2_5_2023",4.5,42.6470588235294,0,53.4313725490196,1.96078431372549,0.980392156862745,0.701149425287356,37,793,35311.7041909612,0.662967366891267,1.33327129785507,13,29,0.348850041901951,0.735472271722074,0.347845031160104,0.677598783088772,1.75628849748463,1.12193638406009,0.453111315385181,3.47227310561937,-14.7833333333333,145.341666666667
"1373980","CL","I","Linnet Reef","LINNET REEF","14126S",2023,"3","1","Cooktown-Lizard","CL_I_LINNET REEF_3_1_2023",3.5,38.5,1,57,0.5,0.5,0.831168831168831,36,415,18369.7412646863,0.319446786979254,0.69183751923907,8,41,0.583364784438961,1.18040382775583,0.577210044999274,1.03952602466449,2.08033245302596,0.290015309484168,0.437207384714125,2.86972361068617,-14.7833333333333,145.341666666667
"1374109","CL","I","Linnet Reef","LINNET REEF","14126S",2023,"3","2","Cooktown-Lizard","CL_I_LINNET REEF_3_2_2023",3.5,32,0.5,57.5,1,2.5,0.828125,32,280,7629.90715440267,0.54296875,1.09448108002053,8,23,0.628494897959184,1.25208295055075,0.621811224489796,1.1011739956025,1.99802517923548,1.59016251248266,-0.625175880055204,2.07208692352004,-14.7833333333333,145.341666666667
"1374238","CL","I","Linnet Reef","LINNET REEF","14126S",2023,"3","3","Cooktown-Lizard","CL_I_LINNET REEF_3_3_2023",4,42.713567839196,0,55.7788944723618,0,0,0.741176470588235,44,488,23215.8704618335,0.413287197231834,0.794874332424113,8,33,0.530712510077936,1.03971429832683,0.527269215264714,0.923844096517562,1.73831206147746,0.275700922642409,0.914540506595507,2.53739588362488,-14.7833333333333,145.341666666667
"1374367","CL","I","Linnet Reef","LINNET REEF","14126S",2023,"3","4","Cooktown-Lizard","CL_I_LINNET REEF_3_4_2023",4,34.1346153846154,0.961538461538462,60.0961538461538,0.480769230769231,2.88461538461539,0.605633802816901,38,630,39533.7061229815,0.628049990081333,1.25368809449472,17,24,0.43416477702192,0.867829396844976,0.432698412698413,0.795602180716588,1.58017635104428,-0.117770667463187,0.450158264383393,2.69790589078405,-14.7833333333333,145.341666666667
"1374496","CL","I","Linnet Reef","LINNET REEF","14126S",2023,"3","5","Cooktown-Lizard","CL_I_LINNET REEF_3_5_2023",4.5,33,1,56,5,3,0.666666666666667,37,657,24476.3631010207,0.561065197428834,1.1001956715357,13,27,0.465049148729639,0.909514357696996,0.463339426246788,0.835601959662742,2.05238379089804,0.0407319171925341,0.162750710361481,2.78526216441938,-14.7833333333333,145.341666666667
"1374625","CL","I","Linnet Reef","LINNET REEF","14126S",2024,"1","1","Cooktown-Lizard","CL_I_LINNET REEF_1_1_2024",2.5,37.5,1,57,0,0,0.586666666666667,42,625,49628.5676679756,0.658844444444445,1.28826058010272,41,123,0.65568768,1.3707329958865,0.64113152,1.18278201929096,2.14866721379412,0.432583607993297,2.1833379842518,3.25746311907398,-14.7833333333333,145.341666666667
"1374754","CL","I","Linnet Reef","LINNET REEF","14126S",2024,"1","2","Cooktown-Lizard","CL_I_LINNET REEF_1_2_2024",2.5,23,1.5,68.5,2,4,0.608695652173913,49,2117,111248.764153721,0.742911153119093,1.4240258174269,24,86,0.253192267468805,0.589510027229616,0.252389445139991,0.53690877380899,2.18789890926481,0.622847029069176,3.70391481350065,4.28885847432397,-14.7833333333333,145.341666666667
"1374883","CL","I","Linnet Reef","LINNET REEF","14126S",2024,"1","3","Cooktown-Lizard","CL_I_LINNET REEF_1_3_2024",2.5,38.5,1,56.5,0.5,1,0.857142857142857,44,991,59270.2655929236,0.554899645808737,1.03311575199532,28,55,0.411374418199721,0.909870848955299,0.40829727894135,0.796595980237621,2.83082032978725,1.26962628623171,2.56221974639637,2.91198313751435,-14.7833333333333,145.341666666667
"1375012","CL","I","Linnet Reef","LINNET REEF","14126S",2024,"1","4","Cooktown-Lizard","CL_I_LINNET REEF_1_4_2024",2.5,42.156862745098,1.47058823529412,50.4901960784314,0.980392156862745,2.45098039215686,0.767441860465116,43,710,26167.4527525433,0.479177934018388,0.962608866382491,22,30,0.58539773854394,1.1470181021261,0.581406466970839,1.01563211118055,2.46027141556823,0.398226025952982,1.6871388573729,2.91601695668498,-14.7833333333333,145.341666666667
